date,max_temp,min_temp,avg_temp
1977-11-01,35.22,17.22,26.22
1977-12-01,27.82,10.24,19.02
1978-01-01,24.98,5.45,15.21
1978-02-01,27.93,8.29,18.1
1978-03-01,41.36,18.88,30.13
1978-04-01,47.48,26.94,37.22
1978-05-01,52.14,32.14,42.15
1978-06-01,66.33,39.27,52.81
1978-07-01,72.21,44.55,58.37
1978-08-01,70.21,42.4,56.3
1978-09-01,62.92,37.54,50.23
1978-10-01,54.84,27.86,41.36
1978-11-01,29.5,10.45,19.98
1978-12-01,17.35,-1.61,7.86
1979-01-01,12.13,-7.35,2.39
1979-02-01,27.81,9.39,18.61
1979-03-01,39.51,17.38,28.45
1979-04-01,46.44,23.22,34.83
1979-05-01,55.33,31.8,43.57
1979-06-01,67.21,38.61,52.92
1979-07-01,75.6,45.43,60.51
1979-08-01,70.48,46.33,58.41
1979-09-01,69.91,38.79,54.36
1979-10-01,54.48,30.0,42.24
1979-11-01,32.68,12.45,22.57
1979-12-01,34.84,13.64,24.24
1980-01-01,23.59,3.54,13.57
1980-02-01,33.22,14.18,23.7
1980-03-01,35.8,15.51,25.65
1980-04-01,51.73,25.61,38.68
1980-05-01,56.88,35.19,46.04
1980-06-01,66.43,40.06,53.26
1980-07-01,75.74,46.53,61.14
1980-08-01,68.45,42.3,55.38
1980-09-01,62.56,38.1,50.34
1980-10-01,51.8,27.59,39.7
1980-11-01,38.73,20.19,29.46
1980-12-01,36.68,18.64,27.66
1981-01-01,37.72,15.37,26.55
1981-02-01,34.18,12.7,23.43
1981-03-01,43.66,19.63,31.64
1981-04-01,50.58,26.65,38.61
1981-05-01,53.29,34.52,43.92
1981-06-01,63.41,39.36,51.4
1981-07-01,74.55,44.67,59.61
1981-08-01,75.76,44.67,60.22
1981-09-01,67.19,37.94,52.57
1981-10-01,46.71,26.73,36.72
1981-11-01,42.12,22.53,32.32
1981-12-01,30.24,12.79,21.52
1982-01-01,23.56,4.03,13.78
1982-02-01,29.52,8.56,19.04
1982-03-01,37.89,17.47,27.68
1982-04-01,44.28,18.93,31.6
1982-05-01,53.64,29.84,41.74
1982-06-01,61.05,38.5,49.77
1982-07-01,71.01,45.75,58.39
1982-08-01,75.49,45.9,60.69
1982-09-01,59.02,36.66,47.86
1982-10-01,46.62,28.18,37.4
1982-11-01,32.52,15.42,23.97
1982-12-01,27.7,12.11,19.9
1983-01-01,34.48,16.47,25.47
1983-02-01,37.35,15.87,26.6
1983-03-01,39.83,20.64,30.24
1983-04-01,43.32,20.8,32.05
1983-05-01,52.5,30.13,41.32
1983-06-01,62.87,38.75,50.83
1983-07-01,73.06,45.19,59.13
1983-08-01,75.88,49.39,62.64
1983-09-01,61.54,36.52,49.03
1983-10-01,52.05,30.43,41.25
1983-11-01,33.87,19.83,26.85
1983-12-01,16.45,-1.86,7.29
1984-01-01,27.57,10.51,19.04
1984-02-01,34.7,11.62,23.16
1984-03-01,38.37,19.09,28.72
1984-04-01,45.03,21.83,33.42
1984-05-01,55.56,31.5,43.54
1984-06-01,63.73,38.57,51.15
1984-07-01,75.11,47.57,61.34
1984-08-01,74.16,47.16,60.66
1984-09-01,57.78,32.68,45.23
1984-10-01,45.27,22.86,34.07
1984-11-01,36.28,17.08,26.69
1984-12-01,24.93,3.7,14.31
1985-01-01,25.21,2.79,14.0
1985-02-01,26.76,2.91,14.83
1985-03-01,38.62,12.15,25.38
1985-04-01,52.25,25.92,39.07
1985-05-01,60.46,34.5,47.48
1985-06-01,67.64,40.14,53.89
1985-07-01,76.59,47.57,62.08
1985-08-01,70.93,41.04,55.99
1985-09-01,54.84,32.74,43.79
1985-10-01,49.19,25.27,37.24
1985-11-01,24.01,6.64,15.31
1985-12-01,26.29,8.8,17.55
1986-01-01,34.2,15.69,24.94
1986-02-01,31.33,12.54,21.94
1986-03-01,47.35,24.22,35.78
1986-04-01,47.77,25.57,36.68
1986-05-01,57.34,30.99,44.17
1986-06-01,72.05,42.67,57.36
1986-07-01,70.7,42.64,56.66
1986-08-01,73.78,44.31,59.05
1986-09-01,53.67,34.16,43.92
1986-10-01,51.28,28.22,39.76
1986-11-01,34.2,15.26,24.73
1986-12-01,30.74,10.35,20.53
1987-01-01,28.24,8.38,18.3
1987-02-01,35.24,13.66,24.44
1987-03-01,40.26,17.89,29.07
1987-04-01,58.39,28.17,43.29
1987-05-01,61.29,36.79,49.05
1987-06-01,69.28,41.63,55.47
1987-07-01,70.81,44.83,57.83
1987-08-01,69.69,41.45,55.56
1987-09-01,67.01,36.59,51.8
1987-10-01,55.47,27.34,41.41
1987-11-01,39.49,20.68,30.09
1987-12-01,27.57,10.6,19.08
1988-01-01,25.36,6.35,15.85
1988-02-01,34.16,11.79,22.96
1988-03-01,38.34,15.26,26.8
1988-04-01,52.05,25.95,39.0
1988-05-01,60.6,34.05,47.34
1988-06-01,77.22,45.52,61.38
1988-07-01,79.77,47.44,63.61
1988-08-01,75.58,43.83,59.7
1988-09-01,62.67,35.71,49.19
1988-10-01,58.59,32.41,45.5
1988-11-01,33.82,17.29,25.56
1988-12-01,28.83,9.81,19.33
1989-01-01,28.51,8.98,18.73
1989-02-01,21.83,0.91,11.37
1989-03-01,39.24,17.67,28.44
1989-04-01,49.19,24.55,36.88
1989-05-01,56.52,32.81,44.67
1989-06-01,66.31,39.29,52.81
1989-07-01,79.41,48.74,64.08
1989-08-01,71.42,43.88,57.65
1989-09-01,64.29,35.91,50.11
1989-10-01,48.9,28.76,38.84
1989-11-01,38.34,20.77,29.55
1989-12-01,28.24,9.55,18.9
1990-01-01,30.09,13.71,21.88
1990-02-01,32.02,9.86,20.93
1990-03-01,41.72,17.58,29.64
1990-04-01,50.14,26.91,38.53
1990-05-01,53.89,30.88,42.39
1990-06-01,67.21,40.15,53.69
1990-07-01,74.37,45.99,60.19
1990-08-01,74.19,45.66,59.92
1990-09-01,70.16,41.54,55.85
1990-10-01,48.81,26.42,37.62
1990-11-01,38.91,20.62,29.77
1990-12-01,20.14,-0.63,9.75
1991-01-01,25.79,6.4,16.09
1991-02-01,40.66,19.17,29.91
1991-03-01,39.18,16.47,27.82
1991-04-01,43.63,23.74,33.67
1991-05-01,53.89,33.01,43.45
1991-06-01,66.27,40.35,53.31
1991-07-01,76.57,46.35,61.45
1991-08-01,76.77,47.19,61.99
1991-09-01,63.0,37.92,50.47
1991-10-01,50.23,25.74,37.99
1991-11-01,31.8,13.62,22.71
1991-12-01,31.71,12.33,22.01
1992-01-01,32.83,11.35,22.08
1992-02-01,40.55,17.87,29.21
1992-03-01,46.67,22.33,34.5
1992-04-01,52.57,28.51,40.55
1992-05-01,61.93,35.64,48.79
1992-06-01,65.86,41.63,53.74
1992-07-01,67.77,42.58,55.17
1992-08-01,72.45,43.02,57.74
1992-09-01,63.55,35.87,49.71
1992-10-01,53.49,29.73,41.61
1992-11-01,32.99,15.66,24.31
1992-12-01,23.79,6.17,14.97
1993-01-01,25.66,5.2,15.42
1993-02-01,29.08,5.58,17.33
1993-03-01,42.73,20.01,31.37
1993-04-01,46.35,24.48,35.4
1993-05-01,60.49,35.31,47.89
1993-06-01,60.87,38.59,49.73
1993-07-01,64.71,40.21,52.47
1993-08-01,68.47,41.45,54.97
1993-09-01,61.7,34.48,48.09
1993-10-01,50.16,27.66,38.91
1993-11-01,31.87,11.52,21.69
1993-12-01,30.72,12.72,21.72
1994-01-01,32.0,14.65,23.32
1994-02-01,29.08,7.52,18.28
1994-03-01,43.43,18.43,30.92
1994-04-01,50.02,24.73,37.38
1994-05-01,62.44,36.48,49.46
1994-06-01,69.37,40.86,55.11
1994-07-01,75.29,45.14,60.22
1994-08-01,77.5,45.88,61.7
1994-09-01,68.18,38.93,53.56
1994-10-01,47.64,28.22,37.94
1994-11-01,31.32,12.33,21.81
1994-12-01,30.99,14.27,22.62
1995-01-01,30.34,11.73,21.04
1995-02-01,35.85,16.21,26.02
1995-03-01,37.99,16.83,27.41
1995-04-01,44.44,22.21,33.31
1995-05-01,53.19,30.96,42.08
1995-06-01,63.39,38.66,51.03
1995-07-01,72.9,44.89,58.89
1995-08-01,76.44,45.27,60.85
1995-09-01,63.07,37.26,50.16
1995-10-01,46.53,25.29,35.91
1995-11-01,38.5,21.61,30.06
1995-12-01,31.3,12.51,21.9
1996-01-01,25.12,6.28,15.69
1996-02-01,31.51,9.95,20.73
1996-03-01,36.16,13.86,25.0
1996-04-01,48.11,24.98,36.55
1996-05-01,51.3,31.62,41.47
1996-06-01,70.32,40.8,55.56
1996-07-01,77.0,46.15,61.57
1996-08-01,76.5,44.55,60.53
1996-09-01,60.73,35.04,47.89
1996-10-01,50.43,27.27,38.86
1996-11-01,35.91,18.05,26.98
1996-12-01,26.8,11.64,19.22
1997-01-01,26.82,8.35,17.58
1997-02-01,32.05,10.67,21.36
1997-03-01,41.94,17.78,29.86
1997-04-01,43.09,19.31,31.21
1997-05-01,59.16,33.35,46.26
1997-06-01,67.57,42.51,55.04
1997-07-01,71.98,45.46,58.73
1997-08-01,72.23,45.72,58.98
1997-09-01,65.28,40.51,52.9
1997-10-01,49.68,28.31,39.0
1997-11-01,37.33,16.84,27.09
1997-12-01,29.98,11.41,20.7
1998-01-01,29.3,12.51,20.89
1998-02-01,34.77,14.05,24.4
1998-03-01,38.7,16.52,27.61
1998-04-01,49.06,24.94,37.0
1998-05-01,59.11,33.1,46.11
1998-06-01,57.27,36.66,46.98
1998-07-01,78.21,48.83,63.52
1998-08-01,75.24,46.65,60.94
1998-09-01,68.67,43.05,55.87
1998-10-01,51.35,29.43,40.39
1998-11-01,37.9,23.23,30.56
1998-12-01,27.5,9.36,18.43
1999-01-01,31.66,14.49,23.07
1999-02-01,35.51,16.03,25.77
1999-03-01,44.6,17.33,30.97
1999-04-01,44.91,22.37,33.64
1999-05-01,54.32,31.05,42.67
1999-06-01,63.95,38.93,51.44
1999-07-01,75.87,44.49,60.19
1999-08-01,74.55,45.93,60.26
1999-09-01,60.69,33.57,47.14
1999-10-01,55.4,29.3,42.35
1999-11-01,47.77,25.68,36.72
1999-12-01,32.95,14.2,23.58
2000-01-01,31.15,13.17,22.15
2000-02-01,37.69,17.89,27.79
2000-03-01,43.27,18.64,30.96
2000-04-01,52.25,27.01,39.63
2000-05-01,57.15,35.17,46.17
2000-06-01,66.92,39.67,53.31
2000-07-01,78.21,47.26,62.74
2000-08-01,76.95,46.47,61.72
2000-09-01,63.25,36.39,49.82
2000-10-01,50.43,29.64,40.05
2000-11-01,29.77,8.87,19.31
2000-12-01,29.55,8.85,19.2
2001-01-01,32.45,10.06,21.25
2001-02-01,29.66,8.19,18.91
2001-03-01,42.91,19.74,31.33
2001-04-01,48.61,25.38,37.0
2001-05-01,61.54,33.82,47.68
2001-06-01,67.57,41.04,54.3
2001-07-01,76.73,48.0,62.37
2001-08-01,79.0,47.46,63.23
2001-09-01,68.34,40.39,54.37
2001-10-01,50.54,27.75,39.15
2001-11-01,42.53,22.87,32.7
2001-12-01,29.41,11.01,20.21
2002-01-01,27.64,10.06,18.84
2002-02-01,33.6,8.58,21.09
2002-03-01,34.12,11.79,22.96
2002-04-01,46.71,23.22,34.95
2002-05-01,55.98,30.79,43.39
2002-06-01,68.13,40.95,54.54
2002-07-01,79.39,48.69,64.04
2002-08-01,71.06,41.81,56.44
2002-09-01,63.9,38.05,50.97
2002-10-01,45.28,22.82,34.05
2002-11-01,37.85,18.43,28.13
2002-12-01,31.75,14.85,23.29
2003-01-01,35.91,17.82,26.85
2003-02-01,30.36,7.88,19.11
2003-03-01,39.13,19.44,29.28
2003-04-01,51.26,26.85,39.06
2003-05-01,57.58,33.33,45.46
2003-06-01,64.96,38.73,51.85
2003-07-01,81.18,49.33,65.26
2003-08-01,77.49,48.36,62.92
2003-09-01,62.91,35.64,49.28
2003-10-01,56.62,30.49,43.56
2003-11-01,32.0,12.67,22.33
2003-12-01,32.58,14.9,23.74
2004-01-01,30.4,10.35,20.37
2004-02-01,34.81,12.42,23.59
2004-03-01,46.78,22.71,34.75
2004-04-01,51.58,26.87,39.24
2004-05-01,55.15,32.77,43.97
2004-06-01,63.46,38.91,51.19
2004-07-01,73.18,45.68,59.43
2004-08-01,69.71,42.69,56.21
2004-09-01,61.41,37.04,49.23
2004-10-01,50.31,29.62,39.97
2004-11-01,40.33,18.45,29.39
2004-12-01,33.51,15.31,24.42
2005-01-01,32.74,12.96,22.84
2005-02-01,37.45,11.12,24.3
2005-03-01,41.67,18.5,30.07
2005-04-01,48.81,24.67,36.75
2005-05-01,55.08,32.54,43.81
2005-06-01,63.81,39.56,51.69
2005-07-01,77.74,46.99,62.37
2005-08-01,72.39,43.7,58.05
2005-09-01,63.19,37.47,50.34
2005-10-01,53.51,31.06,42.3
2005-11-01,39.13,19.49,29.3
2005-12-01,29.16,10.72,19.94
2006-01-01,34.86,16.59,25.74
2006-02-01,31.1,9.03,20.07
2006-03-01,39.87,16.16,28.0
2006-04-01,52.07,27.7,39.88
2006-05-01,60.71,33.78,47.25
2006-06-01,71.06,42.28,56.68
2006-07-01,79.72,49.86,64.8
2006-08-01,74.41,43.68,59.04
2006-09-01,62.76,37.31,50.04
2006-10-01,48.09,26.67,37.38
2006-11-01,38.32,19.96,29.14
2006-12-01,32.31,12.72,22.51
2007-01-01,27.55,4.91,16.23
2007-02-01,33.46,14.58,24.03
2007-03-01,47.3,23.59,35.46
2007-04-01,49.39,26.78,38.08
2007-05-01,60.87,33.98,47.43
2007-06-01,70.56,41.95,56.26
2007-07-01,81.54,51.48,66.51
2007-08-01,75.07,46.38,60.73
2007-09-01,64.49,37.89,51.19
2007-10-01,50.56,29.28,39.92
2007-11-01,40.17,19.29,29.73
2007-12-01,26.08,8.76,17.42
2008-01-01,26.51,6.37,16.43
2008-02-01,34.57,13.32,23.94
2008-03-01,37.27,13.37,25.32
2008-04-01,45.57,18.41,31.98
2008-05-01,54.7,32.5,43.61
2008-06-01,64.81,38.71,51.76
2008-07-01,76.95,46.13,61.54
2008-08-01,75.74,44.67,60.22
2008-09-01,62.24,35.71,48.97
2008-10-01,51.44,28.98,40.21
2008-11-01,42.89,23.77,33.33
2008-12-01,26.29,6.8,16.54
2009-01-01,31.91,11.71,21.81
2009-02-01,35.83,13.26,24.55
2009-03-01,39.04,15.62,27.32
2009-04-01,47.48,24.17,35.82
2009-05-01,59.02,32.43,45.73
2009-06-01,61.88,39.11,50.5
2009-07-01,72.59,44.53,58.57
2009-08-01,71.87,43.77,57.83
2009-09-01,70.3,39.52,54.93
2009-10-01,41.9,22.23,32.05
2009-11-01,41.88,19.71,30.79
2009-12-01,23.41,3.67,13.53
2010-01-01,32.7,12.16,22.42
2010-02-01,33.04,11.14,22.08
2010-03-01,45.27,19.65,32.45
2010-04-01,48.34,23.74,36.05
2010-05-01,51.57,28.38,39.97
2010-06-01,63.93,40.21,52.07
2010-07-01,74.52,45.12,59.83
2010-08-01,72.88,44.17,58.53
2010-09-01,66.92,37.51,52.21
2010-10-01,56.26,32.52,44.4
2010-11-01,35.44,16.36,25.9
2010-12-01,30.97,12.67,21.81
2011-01-01,29.44,11.17,20.32
2011-02-01,27.61,5.49,16.54
2011-03-01,40.37,18.75,29.55
2011-04-01,43.81,21.88,32.85
2011-05-01,51.19,31.32,41.25
2011-06-01,63.93,38.61,51.28
2011-07-01,77.02,46.94,61.99
2011-08-01,76.3,46.27,61.29
2011-09-01,68.68,38.89,53.8
2011-10-01,52.74,32.13,42.44
2011-11-01,36.54,15.76,26.15
2011-12-01,31.1,9.86,20.48
2012-01-01,33.35,14.02,23.68
2012-02-01,32.61,11.17,21.88
2012-03-01,47.28,23.65,35.47
2012-04-01,53.47,28.29,40.89
2012-05-01,57.29,32.04,44.67
2012-06-01,70.43,40.77,55.6
2012-07-01,79.32,49.19,64.26
2012-08-01,76.96,45.99,61.48
2012-09-01,68.72,39.11,53.92
2012-10-01,49.14,27.45,38.3
2012-11-01,41.11,22.14,31.62
2012-12-01,29.64,10.87,20.25
2013-01-01,30.06,9.86,19.96
2013-02-01,32.34,11.59,21.96
2013-03-01,41.47,16.07,28.76
2013-04-01,44.55,20.23,32.4
2013-05-01,57.92,35.33,46.63
2013-06-01,68.94,41.27,55.11
2013-07-01,77.85,48.47,63.16
2013-08-01,76.8,47.84,62.33
2013-09-01,63.37,41.97,52.68
2013-10-01,46.69,26.01,36.36
2013-11-01,39.58,19.53,29.55
2013-12-01,26.49,7.79,17.13
2014-01-01,32.83,12.16,22.5
2014-02-01,26.83,6.71,16.75
2014-03-01,40.44,18.28,29.37
2014-04-01,48.67,24.42,36.55
2014-05-01,59.67,34.36,47.01
2014-06-01,63.41,39.33,51.39
2014-07-01,76.75,47.43,62.1
2014-08-01,69.78,45.86,57.83
2014-09-01,64.24,38.86,51.55
2014-10-01,56.16,32.25,44.2
2014-11-01,34.84,14.45,24.64
2014-12-01,32.0,14.9,23.45
2015-01-01,35.71,15.24,25.47
2015-02-01,38.01,16.47,27.23
2015-03-01,48.49,22.62,35.56
2015-04-01,50.52,25.56,38.05
2015-05-01,54.77,34.84,44.82
2015-06-01,72.91,45.48,59.2
2015-07-01,72.41,45.72,59.07
2015-08-01,73.6,45.1,59.36
2015-09-01,68.74,40.78,54.77
2015-10-01,56.48,34.81,45.66
2015-11-01,35.55,16.38,25.95
2015-12-01,29.86,11.3,20.57
2016-01-01,33.01,15.22,24.12
2016-02-01,40.1,19.09,29.61
2016-03-01,43.54,20.62,32.07
2016-04-01,51.85,29.43,40.64
2016-05-01,56.89,34.41,45.66
2016-06-01,73.9,43.93,58.93
2016-07-01,75.72,46.02,60.87
2016-08-01,74.39,44.64,59.52
2016-09-01,62.89,39.09,50.99
2016-10-01,51.73,32.76,42.24
2016-11-01,45.45,25.21,35.33
2016-12-01,24.67,4.53,14.59
2017-01-01,26.4,5.27,15.84
2017-02-01,35.42,16.11,25.75
2017-03-01,45.88,26.44,36.16
2017-04-01,48.74,26.29,37.53
2017-05-01,59.52,33.46,46.49
2017-06-01,67.77,41.65,54.72
2017-07-01,79.21,48.67,63.93
2017-08-01,73.51,45.27,59.4
2017-09-01,61.95,38.12,50.04
2017-10-01,49.71,26.78,38.25
2017-11-01,39.79,21.43,30.61
2017-12-01,31.46,12.85,22.15
2018-01-01,34.16,15.44,24.8
2018-02-01,27.19,6.4,16.79
2018-03-01,40.91,18.19,29.55
2018-04-01,48.54,24.15,36.36
2018-05-01,61.12,37.44,49.28
2018-06-01,66.83,41.41,54.12
2018-07-01,77.11,47.35,62.24
2018-08-01,73.08,44.55,58.82
2018-09-01,66.27,37.4,51.84
2018-10-01,49.48,28.06,38.77
2018-11-01,36.59,16.84,26.73
2018-12-01,30.33,10.96,20.64
2019-01-01,33.33,12.94,23.14
2019-02-01,25.39,5.27,15.33
2019-03-01,39.79,12.54,26.17
2019-04-01,48.74,27.63,38.17
